conceptUri,broaderType,broaderUri
http://data.europa.eu/esco/isced-f/0229,SkillGroup,http://data.europa.eu/esco/isced-f/022
http://data.europa.eu/esco/isced-f/023,SkillGroup,http://data.europa.eu/esco/isced-f/02
http://data.europa.eu/esco/isced-f/0230,SkillGroup,http://data.europa.eu/esco/isced-f/023
http://data.europa.eu/esco/isced-f/0231,SkillGroup,http://data.europa.eu/esco/isced-f/023
http://data.europa.eu/esco/isced-f/0232,SkillGroup,http://data.europa.eu/esco/isced-f/023
http://data.europa.eu/esco/isced-f/0239,SkillGroup,http://data.europa.eu/esco/isced-f/023
http://data.europa.eu/esco/isced-f/028,SkillGroup,http://data.europa.eu/esco/isced-f/02
http://data.europa.eu/esco/isced-f/0288,SkillGroup,http://data.europa.eu/esco/isced-f/028
http://data.europa.eu/esco/isced-f/029,SkillGroup,http://data.europa.eu/esco/isced-f/02
http://data.europa.eu/esco/isced-f/0299,SkillGroup,http://data.europa.eu/esco/isced-f/029
http://data.europa.eu/esco/isced-f/03,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/030,SkillGroup,http://data.europa.eu/esco/isced-f/03
http://data.europa.eu/esco/isced-f/0300,SkillGroup,http://data.europa.eu/esco/isced-f/030
http://data.europa.eu/esco/isced-f/031,SkillGroup,http://data.europa.eu/esco/isced-f/03
http://data.europa.eu/esco/isced-f/0310,SkillGroup,http://data.europa.eu/esco/isced-f/031
http://data.europa.eu/esco/isced-f/0311,SkillGroup,http://data.europa.eu/esco/isced-f/031
http://data.europa.eu/esco/isced-f/0312,SkillGroup,http://data.europa.eu/esco/isced-f/031
http://data.europa.eu/esco/isced-f/0313,SkillGroup,http://data.europa.eu/esco/isced-f/031
http://data.europa.eu/esco/isced-f/0314,SkillGroup,http://data.europa.eu/esco/isced-f/031
http://data.europa.eu/esco/isced-f/0319,SkillGroup,http://data.europa.eu/esco/isced-f/031
http://data.europa.eu/esco/isced-f/032,SkillGroup,http://data.europa.eu/esco/isced-f/03
http://data.europa.eu/esco/isced-f/0320,SkillGroup,http://data.europa.eu/esco/isced-f/032
http://data.europa.eu/esco/isced-f/0321,SkillGroup,http://data.europa.eu/esco/isced-f/032
http://data.europa.eu/esco/isced-f/0322,SkillGroup,http://data.europa.eu/esco/isced-f/032
http://data.europa.eu/esco/isced-f/0329,SkillGroup,http://data.europa.eu/esco/isced-f/032
http://data.europa.eu/esco/isced-f/038,SkillGroup,http://data.europa.eu/esco/isced-f/03
http://data.europa.eu/esco/isced-f/0388,SkillGroup,http://data.europa.eu/esco/isced-f/038
http://data.europa.eu/esco/isced-f/039,SkillGroup,http://data.europa.eu/esco/isced-f/03
http://data.europa.eu/esco/isced-f/0399,SkillGroup,http://data.europa.eu/esco/isced-f/039
http://data.europa.eu/esco/isced-f/04,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/040,SkillGroup,http://data.europa.eu/esco/isced-f/04
http://data.europa.eu/esco/isced-f/0400,SkillGroup,http://data.europa.eu/esco/isced-f/040
http://data.europa.eu/esco/isced-f/041,SkillGroup,http://data.europa.eu/esco/isced-f/04
http://data.europa.eu/esco/isced-f/0410,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0411,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0412,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0413,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0414,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0415,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0416,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0417,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/0419,SkillGroup,http://data.europa.eu/esco/isced-f/041
http://data.europa.eu/esco/isced-f/042,SkillGroup,http://data.europa.eu/esco/isced-f/04
http://data.europa.eu/esco/isced-f/0421,SkillGroup,http://data.europa.eu/esco/isced-f/042
http://data.europa.eu/esco/isced-f/048,SkillGroup,http://data.europa.eu/esco/isced-f/04
http://data.europa.eu/esco/isced-f/0488,SkillGroup,http://data.europa.eu/esco/isced-f/048
http://data.europa.eu/esco/isced-f/049,SkillGroup,http://data.europa.eu/esco/isced-f/04
http://data.europa.eu/esco/isced-f/0499,SkillGroup,http://data.europa.eu/esco/isced-f/049
http://data.europa.eu/esco/isced-f/05,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/050,SkillGroup,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/isced-f/0500,SkillGroup,http://data.europa.eu/esco/isced-f/050
http://data.europa.eu/esco/isced-f/051,SkillGroup,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/isced-f/0510,SkillGroup,http://data.europa.eu/esco/isced-f/051
http://data.europa.eu/esco/isced-f/0511,SkillGroup,http://data.europa.eu/esco/isced-f/051
http://data.europa.eu/esco/isced-f/0512,SkillGroup,http://data.europa.eu/esco/isced-f/051
http://data.europa.eu/esco/isced-f/0519,SkillGroup,http://data.europa.eu/esco/isced-f/051
http://data.europa.eu/esco/isced-f/052,SkillGroup,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/isced-f/0520,SkillGroup,http://data.europa.eu/esco/isced-f/052
http://data.europa.eu/esco/isced-f/0521,SkillGroup,http://data.europa.eu/esco/isced-f/052
http://data.europa.eu/esco/isced-f/0522,SkillGroup,http://data.europa.eu/esco/isced-f/052
http://data.europa.eu/esco/isced-f/0529,SkillGroup,http://data.europa.eu/esco/isced-f/052
http://data.europa.eu/esco/isced-f/053,SkillGroup,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/isced-f/0530,SkillGroup,http://data.europa.eu/esco/isced-f/053
http://data.europa.eu/esco/isced-f/0531,SkillGroup,http://data.europa.eu/esco/isced-f/053
http://data.europa.eu/esco/isced-f/0532,SkillGroup,http://data.europa.eu/esco/isced-f/053
http://data.europa.eu/esco/isced-f/0533,SkillGroup,http://data.europa.eu/esco/isced-f/053
http://data.europa.eu/esco/isced-f/0539,SkillGroup,http://data.europa.eu/esco/isced-f/053
http://data.europa.eu/esco/isced-f/054,SkillGroup,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/isced-f/0540,SkillGroup,http://data.europa.eu/esco/isced-f/054
http://data.europa.eu/esco/isced-f/0541,SkillGroup,http://data.europa.eu/esco/isced-f/054
http://data.europa.eu/esco/isced-f/0542,SkillGroup,http://data.europa.eu/esco/isced-f/054
http://data.europa.eu/esco/isced-f/058,SkillGroup,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/isced-f/0588,SkillGroup,http://data.europa.eu/esco/isced-f/058
http://data.europa.eu/esco/isced-f/059,SkillGroup,http://data.europa.eu/esco/isced-f/05
http://data.europa.eu/esco/isced-f/0599,SkillGroup,http://data.europa.eu/esco/isced-f/059
http://data.europa.eu/esco/isced-f/06,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/061,SkillGroup,http://data.europa.eu/esco/isced-f/06
http://data.europa.eu/esco/isced-f/0610,SkillGroup,http://data.europa.eu/esco/isced-f/061
http://data.europa.eu/esco/isced-f/0611,SkillGroup,http://data.europa.eu/esco/isced-f/061
http://data.europa.eu/esco/isced-f/0612,SkillGroup,http://data.europa.eu/esco/isced-f/061
http://data.europa.eu/esco/isced-f/0613,SkillGroup,http://data.europa.eu/esco/isced-f/061
http://data.europa.eu/esco/isced-f/0619,SkillGroup,http://data.europa.eu/esco/isced-f/061
http://data.europa.eu/esco/isced-f/068,SkillGroup,http://data.europa.eu/esco/isced-f/06
http://data.europa.eu/esco/isced-f/0688,SkillGroup,http://data.europa.eu/esco/isced-f/068
http://data.europa.eu/esco/isced-f/07,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/070,SkillGroup,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/isced-f/0700,SkillGroup,http://data.europa.eu/esco/isced-f/070
http://data.europa.eu/esco/isced-f/071,SkillGroup,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/isced-f/0710,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/0711,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/0712,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/0713,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/0714,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/0715,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/0716,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/0719,SkillGroup,http://data.europa.eu/esco/isced-f/071
http://data.europa.eu/esco/isced-f/072,SkillGroup,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/isced-f/0720,SkillGroup,http://data.europa.eu/esco/isced-f/072
http://data.europa.eu/esco/isced-f/0721,SkillGroup,http://data.europa.eu/esco/isced-f/072
http://data.europa.eu/esco/isced-f/0722,SkillGroup,http://data.europa.eu/esco/isced-f/072
http://data.europa.eu/esco/isced-f/0723,SkillGroup,http://data.europa.eu/esco/isced-f/072
http://data.europa.eu/esco/isced-f/0724,SkillGroup,http://data.europa.eu/esco/isced-f/072
http://data.europa.eu/esco/isced-f/0729,SkillGroup,http://data.europa.eu/esco/isced-f/072
http://data.europa.eu/esco/isced-f/073,SkillGroup,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/isced-f/0730,SkillGroup,http://data.europa.eu/esco/isced-f/073
http://data.europa.eu/esco/isced-f/0731,SkillGroup,http://data.europa.eu/esco/isced-f/073
http://data.europa.eu/esco/isced-f/0732,SkillGroup,http://data.europa.eu/esco/isced-f/073
http://data.europa.eu/esco/isced-f/078,SkillGroup,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/isced-f/0788,SkillGroup,http://data.europa.eu/esco/isced-f/078
http://data.europa.eu/esco/isced-f/079,SkillGroup,http://data.europa.eu/esco/isced-f/07
http://data.europa.eu/esco/isced-f/0799,SkillGroup,http://data.europa.eu/esco/isced-f/079
http://data.europa.eu/esco/isced-f/08,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/080,SkillGroup,http://data.europa.eu/esco/isced-f/08
http://data.europa.eu/esco/isced-f/0800,SkillGroup,http://data.europa.eu/esco/isced-f/080
http://data.europa.eu/esco/isced-f/081,SkillGroup,http://data.europa.eu/esco/isced-f/08
http://data.europa.eu/esco/isced-f/0810,SkillGroup,http://data.europa.eu/esco/isced-f/081
http://data.europa.eu/esco/isced-f/0811,SkillGroup,http://data.europa.eu/esco/isced-f/081
http://data.europa.eu/esco/isced-f/0812,SkillGroup,http://data.europa.eu/esco/isced-f/081
http://data.europa.eu/esco/isced-f/0819,SkillGroup,http://data.europa.eu/esco/isced-f/081
http://data.europa.eu/esco/isced-f/082,SkillGroup,http://data.europa.eu/esco/isced-f/08
http://data.europa.eu/esco/isced-f/0821,SkillGroup,http://data.europa.eu/esco/isced-f/082
http://data.europa.eu/esco/isced-f/083,SkillGroup,http://data.europa.eu/esco/isced-f/08
http://data.europa.eu/esco/isced-f/0831,SkillGroup,http://data.europa.eu/esco/isced-f/083
http://data.europa.eu/esco/isced-f/084,SkillGroup,http://data.europa.eu/esco/isced-f/08
http://data.europa.eu/esco/isced-f/0841,SkillGroup,http://data.europa.eu/esco/isced-f/084
http://data.europa.eu/esco/isced-f/088,SkillGroup,http://data.europa.eu/esco/isced-f/08
http://data.europa.eu/esco/isced-f/0888,SkillGroup,http://data.europa.eu/esco/isced-f/088
http://data.europa.eu/esco/isced-f/089,SkillGroup,http://data.europa.eu/esco/isced-f/08
http://data.europa.eu/esco/isced-f/0899,SkillGroup,http://data.europa.eu/esco/isced-f/089
http://data.europa.eu/esco/isced-f/09,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/090,SkillGroup,http://data.europa.eu/esco/isced-f/09
http://data.europa.eu/esco/isced-f/0900,SkillGroup,http://data.europa.eu/esco/isced-f/090
http://data.europa.eu/esco/isced-f/091,SkillGroup,http://data.europa.eu/esco/isced-f/09
http://data.europa.eu/esco/isced-f/0910,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0911,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0912,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0913,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0914,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0915,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0916,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0917,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/0919,SkillGroup,http://data.europa.eu/esco/isced-f/091
http://data.europa.eu/esco/isced-f/092,SkillGroup,http://data.europa.eu/esco/isced-f/09
http://data.europa.eu/esco/isced-f/0920,SkillGroup,http://data.europa.eu/esco/isced-f/092
http://data.europa.eu/esco/isced-f/0921,SkillGroup,http://data.europa.eu/esco/isced-f/092
http://data.europa.eu/esco/isced-f/0922,SkillGroup,http://data.europa.eu/esco/isced-f/092
http://data.europa.eu/esco/isced-f/0923,SkillGroup,http://data.europa.eu/esco/isced-f/092
http://data.europa.eu/esco/isced-f/0929,SkillGroup,http://data.europa.eu/esco/isced-f/092
http://data.europa.eu/esco/isced-f/098,SkillGroup,http://data.europa.eu/esco/isced-f/09
http://data.europa.eu/esco/isced-f/0988,SkillGroup,http://data.europa.eu/esco/isced-f/098
http://data.europa.eu/esco/isced-f/099,SkillGroup,http://data.europa.eu/esco/isced-f/09
http://data.europa.eu/esco/isced-f/0999,SkillGroup,http://data.europa.eu/esco/isced-f/099
http://data.europa.eu/esco/isced-f/10,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/100,SkillGroup,http://data.europa.eu/esco/isced-f/10
http://data.europa.eu/esco/isced-f/1000,SkillGroup,http://data.europa.eu/esco/isced-f/100
http://data.europa.eu/esco/isced-f/101,SkillGroup,http://data.europa.eu/esco/isced-f/10
http://data.europa.eu/esco/isced-f/1010,SkillGroup,http://data.europa.eu/esco/isced-f/101
http://data.europa.eu/esco/isced-f/1011,SkillGroup,http://data.europa.eu/esco/isced-f/101
http://data.europa.eu/esco/isced-f/1012,SkillGroup,http://data.europa.eu/esco/isced-f/101
http://data.europa.eu/esco/isced-f/1013,SkillGroup,http://data.europa.eu/esco/isced-f/101
http://data.europa.eu/esco/isced-f/1014,SkillGroup,http://data.europa.eu/esco/isced-f/101
http://data.europa.eu/esco/isced-f/1015,SkillGroup,http://data.europa.eu/esco/isced-f/101
http://data.europa.eu/esco/isced-f/1019,SkillGroup,http://data.europa.eu/esco/isced-f/101
http://data.europa.eu/esco/isced-f/102,SkillGroup,http://data.europa.eu/esco/isced-f/10
http://data.europa.eu/esco/isced-f/1020,SkillGroup,http://data.europa.eu/esco/isced-f/102
http://data.europa.eu/esco/isced-f/1021,SkillGroup,http://data.europa.eu/esco/isced-f/102
http://data.europa.eu/esco/isced-f/1022,SkillGroup,http://data.europa.eu/esco/isced-f/102
http://data.europa.eu/esco/isced-f/1029,SkillGroup,http://data.europa.eu/esco/isced-f/102
http://data.europa.eu/esco/isced-f/103,SkillGroup,http://data.europa.eu/esco/isced-f/10
http://data.europa.eu/esco/isced-f/1030,SkillGroup,http://data.europa.eu/esco/isced-f/103
http://data.europa.eu/esco/isced-f/1031,SkillGroup,http://data.europa.eu/esco/isced-f/103
http://data.europa.eu/esco/isced-f/1032,SkillGroup,http://data.europa.eu/esco/isced-f/103
http://data.europa.eu/esco/isced-f/1039,SkillGroup,http://data.europa.eu/esco/isced-f/103
http://data.europa.eu/esco/isced-f/104,SkillGroup,http://data.europa.eu/esco/isced-f/10
http://data.europa.eu/esco/isced-f/1041,SkillGroup,http://data.europa.eu/esco/isced-f/104
http://data.europa.eu/esco/isced-f/108,SkillGroup,http://data.europa.eu/esco/isced-f/10
http://data.europa.eu/esco/isced-f/1088,SkillGroup,http://data.europa.eu/esco/isced-f/108
http://data.europa.eu/esco/isced-f/109,SkillGroup,http://data.europa.eu/esco/isced-f/10
http://data.europa.eu/esco/isced-f/1099,SkillGroup,http://data.europa.eu/esco/isced-f/109
http://data.europa.eu/esco/isced-f/99,SkillGroup,http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22
http://data.europa.eu/esco/isced-f/999,SkillGroup,http://data.europa.eu/esco/isced-f/99
http://data.europa.eu/esco/isced-f/9999,SkillGroup,http://data.europa.eu/esco/isced-f/999
http://data.europa.eu/esco/skill/00d5d1d2-c521-4c58-9df5-2939c0ce9adb,SkillGroup,http://data.europa.eu/esco/skill/e1746275-6d4e-4b02-b526-eeebf3052b6d
http://data.europa.eu/esco/skill/0101f8a4-4243-4e67-813b-3e2a6274f7e2,SkillGroup,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740
http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,SkillGroup,http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e
http://data.europa.eu/esco/skill/02208098-ee91-4df0-8581-5c1a04d8fe0a,SkillGroup,http://data.europa.eu/esco/skill/9b8bb484-dcba-49af-8ae0-cfe8b6e9ed45
http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,SkillGroup,http://data.europa.eu/esco/skill/552c4f35-a2d1-49c2-8fda-afe26695c44a
http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,SkillGroup,http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245
http://data.europa.eu/esco/skill/03e0b95b-67d1-457a-b3f7-06c407cf6bec,SkillGroup,http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9
http://data.europa.eu/esco/skill/03efa398-a1cc-4589-9c10-84bf10f8d42d,SkillGroup,http://data.europa.eu/esco/skill/02208098-ee91-4df0-8581-5c1a04d8fe0a
http://data.europa.eu/esco/skill/048812ba-45ff-4801-b04f-b20c03432809,SkillGroup,http://data.europa.eu/esco/skill/c73521be-c039-4e22-b037-3b01b3f6f9d9
http://data.europa.eu/esco/skill/0526c9cb-c8a4-498e-8498-d0e2d14ac626,SkillGroup,http://data.europa.eu/esco/skill/1e924921-b7ff-4326-a698-c8275bbcf60d
http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,SkillGroup,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038
http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,SkillGroup,http://data.europa.eu/esco/skill/2198d7a0-6eca-4795-b877-98a19064e61a
http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,SkillGroup,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc
http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,SkillGroup,http://data.europa.eu/esco/skill/5c26881e-2759-4a38-b136-5e0f6071b524
http://data.europa.eu/esco/skill/07f47dea-587c-40c0-990a-6c092cc3e6a4,SkillGroup,http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4
http://data.europa.eu/esco/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,SkillGroup,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038
http://data.europa.eu/esco/skill/09d763a0-cc22-4ea7-9c36-3d9dd500d050,SkillGroup,http://data.europa.eu/esco/skill/18da3b88-1cd5-4ef3-83d6-664e52afdaba
http://data.europa.eu/esco/skill/0a295163-3e17-47ad-99ac-2b507ce30adb,SkillGroup,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8
http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,SkillGroup,http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9
http://data.europa.eu/esco/skill/0a400212-8693-4b1f-b0ca-d1f82c321916,SkillGroup,http://data.europa.eu/esco/skill/7a163630-7536-4748-a259-aa820d3be44b
http://data.europa.eu/esco/skill/0a4c5823-8b09-4e6b-95b4-8036ef3b9c4c,SkillGroup,http://data.europa.eu/esco/skill/b76cd1e5-d5e7-464a-b7bb-4164d3616452
http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,SkillGroup,http://data.europa.eu/esco/skill/4d7fb3eb-554a-4cf1-a576-bf6e153bdba2
http://data.europa.eu/esco/skill/0ac31705-79ff-4409-a818-c9d0a6388e84,SkillGroup,http://data.europa.eu/esco/skill/6107b01a-3dac-4a03-ac9c-1044e4af0307
http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,SkillGroup,http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379
http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,SkillGroup,http://data.europa.eu/esco/skill/02208098-ee91-4df0-8581-5c1a04d8fe0a
http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,SkillGroup,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1
http://data.europa.eu/esco/skill/0c92c33c-2859-4705-87ae-4fdd71d0f8f6,SkillGroup,http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245
http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,SkillGroup,http://data.europa.eu/esco/skill/323b3684-86ec-40fa-81b4-bc52694ef168
http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,SkillGroup,http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379
http://data.europa.eu/esco/skill/0edd863d-b02d-4714-a1a2-835d6dd23c55,SkillGroup,http://data.europa.eu/esco/skill/9f6f5c32-2770-4257-bd66-adc29442ff20
http://data.europa.eu/esco/skill/0f804e14-001d-4ec0-b3f7-eb6a23ad43cb,SkillGroup,http://data.europa.eu/esco/skill/323b3684-86ec-40fa-81b4-bc52694ef168
http://data.europa.eu/esco/skill/0f8f9438-8529-41b8-bb7a-4d91121e3192,SkillGroup,http://data.europa.eu/esco/skill/1d9e5893-d6b2-47b1-80ba-5f1cdcbf5e9a
http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379,SkillGroup,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc
http://data.europa.eu/esco/skill/103af23e-d56c-47ab-b991-55c94dcdef50,SkillGroup,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038
